,url,time_control,EndDate,isProfilePlayerWon,isProfilePlayerLost,isProfilePlayerDrawn,terminationType,Opening
7784,https://www.chess.com/game/live/50692274315,120+1,2022.07.04,True,False,False,by resignation,Italian-Game-Knight-Attack-Polerio-Bishop-Check-Line...7.dxc6-bxc6-8.Bd3-h6
7785,https://www.chess.com/game/live/50692741329,120+1,2022.07.04,False,True,False,by checkmate,Italian-Game-Two-Knights-Defense-4.O-O-Bc5
7786,https://www.chess.com/game/live/50692797631,120+1,2022.07.04,False,True,False,by checkmate,Pirc-Defense-Main-Line
7787,https://www.chess.com/game/live/50692861777,120+1,2022.07.04,True,False,False,by resignation,Caro-Kann-Defense-Two-Knights-Attack
7788,https://www.chess.com/game/live/50693396571,120+1,2022.07.04,True,False,False,by resignation,Reti-Opening-Black-Mustang-Defense-2.c4
7789,https://www.chess.com/game/live/50693404023,120+1,2022.07.04,True,False,False,by checkmate,Italian-Game-Knight-Attack-Polerio-Bishop-Check-Line-6...c6-7.dxc6-bxc6
7790,https://www.chess.com/game/live/50693457281,120+1,2022.07.04,False,True,False,by resignation,Pirc-Defense-Modern-Defense-Geller-System
7791,https://www.chess.com/game/live/50693970089,120+1,2022.07.04,False,True,False,by resignation,Ruy-Lopez-Opening-Morphy-Defense-Exchange-Lutikov-Variation
7792,https://www.chess.com/game/live/50700527033,120+1,2022.07.04,True,False,False,by resignation,Pirc-Defense-Small-Center-Defense
7793,https://www.chess.com/game/live/50700601791,120+1,2022.07.04,True,False,False,by resignation,Giuoco-Piano-Game-Four-Knights-Game
7794,https://www.chess.com/game/live/50700678103,120+1,2022.07.04,True,False,False,by checkmate,Scotch-Game...4.Nxd4-Nxd4-5.Qxd4-d6
7795,https://www.chess.com/game/live/50701216721,120+1,2022.07.04,True,False,False,by checkmate,Ruy-Lopez-Opening-Morphy-Defense-Open-Skipworth-Gambit
7796,https://www.chess.com/game/live/50701266625,120+1,2022.07.04,True,False,False,by checkmate,French-Defense-Exchange-Variation-3...exd5-4.Nc3-Nf6-5.Nf3
7797,https://www.chess.com/game/live/50701838015,120+1,2022.07.04,True,False,False,by resignation,Scotch-Game...4.Nxd4-Nxd4-5.Qxd4-d6
7798,https://www.chess.com/game/live/50760553483,120+1,2022.07.05,True,False,False,on time,Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Variations-6.Ndb5-d6-7.Be3-a6-8.Na3
7799,https://www.chess.com/game/live/50761128257,120+1,2022.07.05,False,True,False,on time,Queens-Pawn-Opening-Accelerated-London-Steinitz-Countergambit
7800,https://www.chess.com/game/live/50761206249,120+1,2022.07.05,True,False,False,by resignation,Ruy-Lopez-Opening-Morphy-Defense-Neo-Arkhangelsk-Variation
7801,https://www.chess.com/game/live/50778630031,120+1,2022.07.05,False,True,False,by checkmate,Caro-Kann-Defense-Two-Knights-Attack
7802,https://www.chess.com/game/live/50793076317,120+1,2022.07.05,True,False,False,on time,Four-Knights-Game-Scotch-Accepted-Belgrade-Gambit
